run_id,stage,seed,step,train_loss,train_accuracy,train_correct,train_count,test_loss,test_accuracy,test_correct,test_count,parameter_l2_norm,elapsed_seconds
pilot-f0.40-wd0.1,pilot,20260720,0,2.8351461476293105,0.034482758620689655,4,116,2.8383101093975793,0.06936416184971098,12,173,12.058330447903165,0.004765999998198822
pilot-f0.40-wd0.1,pilot,20260720,20,2.6372283409381736,0.22413793103448276,26,116,3.0038875513683165,0.005780346820809248,1,173,12.096540623767732,0.1173997000005329
pilot-f0.40-wd0.1,pilot,20260720,40,2.4164023563779633,0.33620689655172414,39,116,3.1789847136921967,0.0,0,173,12.187550043541497,0.22317529999418184
pilot-f0.40-wd0.1,pilot,20260720,60,2.178399579278354,0.41379310344827586,48,116,3.350186915755961,0.005780346820809248,1,173,12.308179239703563,0.31615709999459796
pilot-f0.40-wd0.1,pilot,20260720,80,1.8944179929535965,0.5689655172413793,66,116,3.543504659840137,0.011560693641618497,2,173,12.455805685455715,0.4175890000042273
pilot-f0.40-wd0.1,pilot,20260720,100,1.5912067807953933,0.6551724137931034,76,116,3.732241591966221,0.011560693641618497,2,173,12.607247840683321,0.5220334999903571
pilot-f0.40-wd0.1,pilot,20260720,120,1.2648198357943832,0.8103448275862069,94,116,3.877269237716763,0.011560693641618497,2,173,12.780442202863401,0.6247986999951536
pilot-f0.40-wd0.1,pilot,20260720,140,0.9721942770070043,0.8879310344827587,103,116,4.017101839098627,0.011560693641618497,2,173,12.952147295129272,0.7397203000000445
pilot-f0.40-wd0.1,pilot,20260720,160,0.7008669623013201,0.9482758620689655,110,116,4.29183942320719,0.028901734104046242,5,173,13.114715971704054,0.8327930999948876
pilot-f0.40-wd0.1,pilot,20260720,180,0.502372643043255,0.9568965517241379,111,116,4.485517733358924,0.028901734104046242,5,173,13.261051487880657,0.9488874999951804
pilot-f0.40-wd0.1,pilot,20260720,200,0.33374875167320517,0.9913793103448276,115,116,4.622781213308345,0.023121387283236993,4,173,13.386605102296253,1.0512244999990799
